Name,Accelerometer_Day,Accelerometer_Hour,Accelerometer_Mean,Accelerometer_Std,Accelerometer_Min,Accelerometer_Q1,Accelerometer_Q2,Accelerometer_Q3,Accelerometer_Max,Accelerometer_Skew,Accelerometer_Kurtosis,Accelerometer_Range
P_005_Day_3_Hour_21,3,21,9.765405327026516,0.04797811146058048,9.553976445770829,9.738701049108293,9.7649554206299,9.79151075428439,9.980664604377209,0.11382849890202346,2.742997253433555,0.42668815860638
P_005_Day_5_Hour_20,5,20,9.857996988356964,0.2950351294714776,9.078083090451928,9.76868996203425,9.827447118630213,9.904078461886767,10.731334659941686,0.4720868347325033,1.4416084699136507,1.6532515694897576
P_005_Day_5_Hour_21,5,21,9.866744948619845,0.1200530699553216,9.42249021334494,9.827239565199605,9.866525878905604,9.90477950760722,10.327875521321054,0.17022382317707763,3.5184980219063595,0.9053853079761147
P_005_Day_6_Hour_10,6,10,9.9992868647664,0.8822125778390664,8.256865183473776,9.442284575702471,9.901612181082509,10.536420799138844,11.959791468527813,0.2748930991183274,-0.49466806036805044,3.702926285054037
P_005_Day_6_Hour_11,6,11,9.921512030032986,0.4200669639081775,8.765466499765841,9.82490697778792,9.872852822123273,9.934461244938321,11.26089419703303,0.6265263486833516,2.1253936145015198,2.495427697267189
P_005_Day_6_Hour_17,6,17,9.789840807406708,0.24553157501671566,9.261435175530009,9.649246814723028,9.782769067714499,9.94045208701482,10.337213390798079,0.059047247505409524,-0.3948324077432708,1.0757782152680697
P_005_Day_6_Hour_20,6,20,9.858373803108277,0.34636388487251724,9.140900399397788,9.63508746980333,9.843327894651729,10.071687339815695,10.634835304203014,0.13856289615963607,-0.44940781736550406,1.4939349048052257
P_006_Day_0_Hour_17,0,17,9.742141381271075,0.15250396965747698,9.234553292191995,9.688271291165965,9.737240294270203,9.786092688724475,10.282780466778744,0.3251533957122191,2.816287430004162,1.0482271745867493
P_006_Day_0_Hour_20,0,20,9.805987131074762,0.09905849651510862,9.377842967256601,9.76814639771032,9.807165147679044,9.844790324336808,10.249228037026313,0.06807398793219077,5.4603775138384645,0.8713850697697119
P_006_Day_1_Hour_19,1,19,9.73392438251246,0.1636767536495269,9.105185526065933,9.675465321848394,9.72977634947601,9.782781674067143,10.432027289757642,0.351848435695347,4.036981830813997,1.326841763691709
P_006_Day_1_Hour_20,1,20,9.73990424628646,0.1204193307301721,9.316142594927003,9.69579720917925,9.738451792264838,9.779348375702895,10.198769712693244,0.24219020995302662,3.0938906135909825,0.8826271177662406
P_006_Day_2_Hour_07,2,7,9.810354431390007,0.6463503656420886,8.51009113928041,9.36513051273358,9.775360113889814,10.237251784446563,11.239316852413255,0.1729542878306774,-0.5614670800798955,2.729225713132845
P_006_Day_2_Hour_20,2,20,9.666953474209073,0.20218682953628522,9.085315976490172,9.592087243423554,9.624799275224111,9.680605214779499,10.323525825748744,0.7766978780439084,1.9727211197497665,1.2382098492585722
P_006_Day_4_Hour_07,4,7,9.770138535760577,0.3103037228314475,9.025584304702896,9.631060158596764,9.756329572580384,9.893253429086805,10.56287543239503,0.17782881509466772,0.3058010256438166,1.537291127692134
P_006_Day_5_Hour_07,5,7,9.719861677041512,0.25138840196371354,9.123011550513086,9.600345108681969,9.69440448222657,9.849035990726097,10.320626189762915,0.1891417501368411,0.026213979525423703,1.1976146392498297
P_006_Day_5_Hour_19,5,19,9.759316119388377,0.26695149726533746,9.13729116637206,9.614349661457652,9.758786693139005,9.901446520174698,10.405597048494178,0.0518277130416517,-0.05823003788709036,1.2683058821221174
