Name,Accelerometer_Day,Accelerometer_Hour,Accelerometer_Mean,Accelerometer_Std,Accelerometer_Min,Accelerometer_Q1,Accelerometer_Q2,Accelerometer_Q3,Accelerometer_Max,Accelerometer_Skew,Accelerometer_Kurtosis,Accelerometer_Range
P_006_Day_5_Hour_20,5,20,9.778901836366666,0.5116392539665674,8.648201318474372,9.476348159060661,9.745603979499538,10.053021314705317,11.102954070737113,0.2743590874267407,-0.024348462878055255,2.45475275226274
P_006_Day_6_Hour_07,6,7,9.891075601385774,0.9568120553199414,8.00597911601567,9.267854776872978,9.792291902934661,10.450071178235943,12.188799802018309,0.336073412692602,-0.34043490941897137,4.182820686002639
P_007_Day_0_Hour_09,0,9,9.773950875561606,0.4042853111602741,8.733986289483,9.630951627019043,9.753684262305564,9.87802437232104,10.919493003248874,0.32092903710072973,0.9872113256119595,2.185506713765875
P_007_Day_0_Hour_13,0,13,9.826720073601177,0.5152272524378111,8.727793789960552,9.579661182666937,9.767081522956644,10.062448821526878,11.064391788448797,0.34186364881595616,-0.009141065224538725,2.3365979984882443
P_007_Day_0_Hour_14,0,14,9.765631739088446,0.22585396630073787,8.989323488682537,9.693173228391341,9.763769709897893,9.817189682599853,10.596471783160018,0.324907718066999,3.3121959398293077,1.607148294477481
P_007_Day_0_Hour_15,0,15,9.956641285007416,0.8104174273673367,8.331290722818373,9.466881105958398,9.817737428531679,10.43996816882917,11.850878115291989,0.369509978671005,-0.35349240003039073,3.519587392473616
P_007_Day_0_Hour_16,0,16,9.768263849185082,0.22912782893571884,8.987831883374344,9.682549358377695,9.764284679847368,9.829484036642196,10.60235998768655,0.4180861742045152,3.40216342689365,1.614528104312205
P_007_Day_0_Hour_17,0,17,9.747782197950249,0.3562333471253151,8.74285672149673,9.6295813610892,9.721463686409534,9.827928539692463,10.8519047810792,0.38491623559977933,1.5879315222012806,2.10904805958247
P_007_Day_0_Hour_18,0,18,9.794921090430488,0.469871881360317,8.696661423012502,9.61217787770368,9.759478720387566,9.959214321114619,10.995120503298391,0.2891771989018589,0.35975957286538707,2.2984590802858893
P_007_Day_0_Hour_22,0,22,9.75945138281144,0.15424194842661604,9.194347789008708,9.687914140065754,9.76556291084739,9.819852932581174,10.373410248769757,0.25758163392982614,3.424394117004571,1.1790624597610488
P_007_Day_1_Hour_09,1,9,9.826626326127151,0.4376153278469006,8.917723800501612,9.55023750956594,9.792079340045463,10.093386445487335,10.823118674180012,0.20605591164585285,-0.42763432253660527,1.9053948736784
P_007_Day_1_Hour_22,1,22,9.656874544673496,0.08176233578566289,9.355711564646644,9.614160086173747,9.640817230952186,9.674046881507405,9.97820576243841,1.046042433878093,2.721296623476116,0.6224941977917666
P_007_Day_2_Hour_09,2,9,9.812959378190287,0.4385460099933335,8.683558700251565,9.648952718442233,9.769970662431401,9.946345431427302,11.052581475288518,0.3684919854309673,0.8989757574555295,2.369022775036953
P_007_Day_2_Hour_19,2,19,9.773838064247316,0.3928432713839319,8.049564002996746,9.666842977330052,9.772980473437672,9.87053063432963,11.64126036589253,0.3594491211964643,7.2024469271117795,3.5916963628957834
P_007_Day_2_Hour_20,2,20,9.784070238391507,0.20154802427232565,9.160481582707375,9.698241871848866,9.783562309223928,9.852632125072702,10.453596618042335,0.21398495407261275,2.0703409726864486,1.29311503533496
P_007_Day_2_Hour_21,2,21,9.72480108958055,0.07755223668888923,9.414896462049528,9.686613246733565,9.71842239507158,9.755097350482444,10.056878795159019,0.6180070045963378,3.7505456784226556,0.6419823331094907
P_007_Day_3_Hour_19,3,19,9.814496830859843,0.41104380569813775,8.909055428730523,9.634357907847896,9.769607632658795,9.97878410767648,10.827968354030768,0.35847114383726963,0.1832195860101189,1.9189129253002442
P_007_Day_3_Hour_20,3,20,9.786293160143583,0.19946166193049333,9.222419794169591,9.68361067082342,9.791740464242402,9.860758962377448,10.388067347952259,0.14186124453601182,1.2019590849913389,1.1656475537826676
P_007_Day_3_Hour_21,3,21,9.758250720422335,0.10788118634187768,9.366860535471064,9.695096741816695,9.760040007623436,9.813902383494606,10.164716183322911,0.23057972184077372,2.169048014533135,0.797855647851847
P_007_Day_3_Hour_22,3,22,9.784424202351785,0.16496058222047028,9.024252639500505,9.735708926857692,9.783627146992512,9.827383945151208,10.599170210318304,0.3140625309756759,6.754481501708412,1.5749175708177994
P_007_Day_4_Hour_08,4,8,9.769025240766966,0.4039135936944608,8.83702133944706,9.526770137240572,9.753428058017814,10.004103607817843,10.78471964008899,0.1437371183854185,-0.10552153378204832,1.94769830064193
P_007_Day_4_Hour_09,4,9,9.791112197286552,0.4251821368202919,8.703938194911407,9.661891456458212,9.73217359768744,9.850798934141427,11.022520883964187,0.5869255117129165,1.2543019745905317,2.3185826890527803
P_007_Day_4_Hour_22,4,22,9.836770040214372,0.4957644447085608,8.817001800710418,9.611180074206311,9.73638496939773,10.064514529232119,10.997995409913534,0.47720038297136647,-0.09557639714811916,2.1809936092031155
P_007_Day_5_Hour_08,5,8,9.663088021317368,0.0611941414758567,9.377632953762065,9.637512480219186,9.661460891878747,9.686273576071113,9.964799268313264,0.474761233219057,6.721436344910597,0.5871663145511992
P_007_Day_5_Hour_09,5,9,9.914740521084699,0.019913847138134676,9.875748041306903,9.899017358646535,9.914737886426911,9.93069327469022,9.95306712413028,-0.015738838426899136,-0.9708668597417396,0.07731908282337763
P_007_Day_5_Hour_10,5,10,9.739803087906036,0.14169919201351366,9.237840210540448,9.67331964406797,9.737326337622992,9.794023390259127,10.265757484501556,0.28798618889064065,2.8085664670846535,1.0279172739611084
P_007_Day_5_Hour_20,5,20,9.682804408900335,0.0628583247995855,9.399940051871365,9.655163585760352,9.681541519962177,9.707654375973295,9.987428064158253,0.31364282807085214,6.014853281214361,0.5874880122868884
P_007_Day_5_Hour_21,5,21,9.757502302451078,0.19224893905469542,9.087159775759051,9.693886280461337,9.747216908242192,9.804981546933083,10.5267741362068,0.5816904047699003,3.999634693512429,1.4396143604477487
P_007_Day_5_Hour_22,5,22,9.84868026512233,0.03954983156265184,9.73746336284154,9.823116826217403,9.84992932008274,9.875424123552715,9.963135869696652,-0.13063037553802423,-0.044412230924805396,0.22567250685511198
P_007_Day_6_Hour_09,6,9,9.735321818256692,0.12652246581985224,9.273601103014178,9.68201537092553,9.726224062570086,9.779600305332767,10.222307176153404,0.44712221030494637,3.527671208701385,0.9487060731392258
P_007_Day_6_Hour_10,6,10,9.81130687783745,0.5179395590014755,8.7536616475278,9.568863937841103,9.738689553654163,10.082669725608373,11.009832807815489,0.32177198738318685,-0.1776347239799776,2.256171160287689
P_007_Day_6_Hour_11,6,11,9.837102500053417,0.5948875416167169,8.63594213723386,9.514766649246802,9.745108982457184,10.186183343388443,11.200316686870297,0.32469952003314845,-0.32315729535660687,2.5643745496364367
P_007_Day_6_Hour_13,6,13,9.780393815698064,0.382052307203763,8.435128147006548,9.65641485294708,9.75092163865859,9.864615707506879,11.348467339207032,0.6260149009302779,3.5713843366026623,2.9133391922004837
P_007_Day_6_Hour_15,6,15,9.759150275501081,0.17934804418007255,8.89921629523919,9.686554688841367,9.726651467468173,9.846658780364452,10.68908193074703,0.6312146027595091,7.732141942378714,1.789865635507839
P_007_Day_6_Hour_16,6,16,9.882229084222626,0.7429129018946583,8.359451867102049,9.45185964503585,9.735465366723943,10.357646258169273,11.604996506859266,0.33752774471919966,-0.3932526834713985,3.2455446397572167
P_007_Day_6_Hour_18,6,18,9.803108100057079,0.49561773743985765,8.56719395624824,9.568681185290213,9.767149188382817,10.003581383865164,11.143021959178268,0.3156822913156853,0.5176111610453229,2.575828002930029
P_007_Day_6_Hour_19,6,19,9.806011900811722,0.4716109197707671,8.87970158145294,9.494387871488456,9.776768881167957,10.10865330126698,10.817835864688801,0.17636069954597672,-0.5804554351978677,1.9381342832358612
P_007_Day_6_Hour_21,6,21,9.689461615816981,0.04339195714654459,9.56569546270849,9.662457448301984,9.68910352934842,9.715848146247613,9.816401366738347,0.09997888939528052,0.262106835490866,0.25070590402985715
P_007_Day_6_Hour_22,6,22,9.847221525695065,0.14223911555416222,9.256458896361643,9.80179997822681,9.857971821669604,9.899281421700579,10.467823486357814,0.013686703696644919,4.654008238730811,1.2113645899961707
P_008_Day_0_Hour_09,0,9,9.80741281618602,0.4447334326760214,8.847193678962528,9.5584630247252,9.768327047538671,10.05097219923857,10.84541176350446,0.18925534723907367,-0.2517115116784874,1.9982180845419322
P_008_Day_1_Hour_22,1,22,9.969774496156601,0.8376380901865326,8.329460218848775,9.424321851054614,9.898507253519735,10.498762487090207,11.781659947435802,0.2011700757501348,-0.5684570010548913,3.4521997285870274
P_008_Day_2_Hour_19,2,19,9.743421393443441,0.07337811756498112,9.54026465186636,9.702441106348163,9.74468812804262,9.783666673764863,9.95748053945297,0.022161967499627126,0.5280235028756284,0.4172158875866092
P_008_Day_2_Hour_21,2,21,9.77372488214257,0.17907290098664808,9.221366549897885,9.692507770576587,9.769858626297552,9.839142792358444,10.35033032792295,0.2061650651817092,1.7553225782872328,1.1289637780250654
P_008_Day_3_Hour_08,3,8,9.90606157784052,1.0358866648754117,7.816734338714142,9.293455114902448,9.774989868952787,10.516737806445441,12.24773750910654,0.29045408202067485,-0.39644075900235354,4.431003170392398
P_008_Day_3_Hour_20,3,20,9.862812609895617,0.7174902889386215,8.168631484366339,9.616669760618402,9.774679027920724,10.01877060215827,11.807949895770868,0.5072394678162718,0.7895788273952973,3.6393184114045294
P_008_Day_3_Hour_21,3,21,10.259934367304236,2.085049607391135,7.2666159432677295,8.067411910037661,10.248654833150718,12.333316805474075,13.51539291377807,0.02020242483188366,-1.5007800325923677,6.248776970510341
P_008_Day_3_Hour_22,3,22,9.80039569624926,0.1347322505534571,9.385608365143408,9.739980691176898,9.797091949973252,9.855037772374477,10.241810055095884,0.1747376695360841,1.590870692421027,0.856201689952476
P_008_Day_5_Hour_19,5,19,9.821576823452133,0.24120295225547725,8.970457102375459,9.756301764106198,9.811644721764875,9.86689866661391,10.737201066519757,0.34075917700705743,3.9959178661332597,1.7667439641442986
P_008_Day_5_Hour_20,5,20,9.733983950297937,0.11822760145758537,9.370455595025186,9.678611500898688,9.734173746824958,9.788299821227639,10.107053276815677,0.056265177131574334,1.406708765045071,0.7365976817904905
P_008_Day_5_Hour_21,5,21,9.808465248333096,0.19582035792359742,9.094573691582026,9.738881933157465,9.801289835078544,9.871882456331518,10.57109369071852,0.22450817002478685,3.8927007461238095,1.4765199991364941
P_008_Day_5_Hour_22,5,22,9.77339856166179,0.09567569251910958,9.458888161292284,9.725996912245526,9.775397130522116,9.819093638986544,10.101940498360037,0.027117545946792287,1.6304118150738516,0.6430523370677523
P_008_Day_6_Hour_08,6,8,9.787542951396606,0.6413446021868914,8.195695009087489,9.531964477349195,9.728302980810362,9.997439441923191,11.623880658491732,0.4047769867553077,0.9015107421861552,3.4281856494042433
P_008_Day_6_Hour_10,6,10,9.845225792492904,0.7224200468761812,8.403726287750333,9.338652919058935,9.783015069971231,10.32778753992796,11.456364906836333,0.22285589019417593,-0.5982460203580109,3.052638619086
P_008_Day_6_Hour_15,6,15,10.435899474762977,2.0172156936826062,7.543401351308987,8.265661404498559,10.453257802321378,12.460105368715057,13.473601394095681,-0.022895832513857017,-1.5446670138300438,5.930200042786694
P_008_Day_6_Hour_16,6,16,11.097376402463004,2.1595620518518954,8.049047655421788,8.814578239697758,11.12881935142903,13.287555148979859,14.369975462782845,0.006713538533459357,-1.5615044918189418,6.320927807361057
P_008_Day_6_Hour_17,6,17,10.060410385176905,1.541107887322798,7.585658184258065,8.797449061043174,9.876951596056712,11.32977703443155,12.969520247235092,0.19972393449630924,-1.0738446324672917,5.383862062977027
P_008_Day_6_Hour_18,6,18,9.818893548445889,0.34840881025155046,9.0134382145056,9.6455229848392,9.792618546608367,9.981853455685009,10.687371305810462,0.24790886801171258,0.1334532711208607,1.6739330913048622
P_008_Day_6_Hour_21,6,21,9.79264640732003,0.10419078210675708,9.471067248627794,9.744829474620845,9.798025562499634,9.84440673126599,10.12333223855999,-0.10799525685162656,1.0753535584904386,0.6522649899321973
P_008_Day_6_Hour_22,6,22,9.827527210742494,0.11880327544468672,9.413091397584044,9.769234738045018,9.824906354600552,9.88095384249256,10.26330168008266,0.22389726482827485,2.027838217527944,0.8502102824986171
P_009_Day_0_Hour_10,0,10,9.864434550706635,0.01591678627543607,9.834199126735275,9.851735181596583,9.864494226489033,9.87716695702603,9.89468961104777,-0.0005137962258386329,-0.9974393294454109,0.060490484312495596
P_009_Day_1_Hour_10,1,10,10.023068891488496,0.9805756673529717,8.155447739137859,9.318452556017144,9.935773264675529,10.709330432559753,12.144805488801499,0.2035510991056609,-0.722467854772864,3.9893577496636397
P_009_Day_1_Hour_19,1,19,10.04317745164843,0.5274753909888682,8.536040095835746,9.867166926993743,9.971538286846052,10.11892002251624,11.786428533101788,0.7498804853949769,2.1199231516742474,3.250388437266041
P_009_Day_2_Hour_09,2,9,9.860694307714606,0.0798625428573016,9.338215682068705,9.839848289046612,9.861827554836974,9.882928315008936,10.409575664947027,-0.03100477168799338,18.999860061736328,1.071359982878322
P_009_Day_3_Hour_10,3,10,9.823623977346925,0.015744509453093934,9.793556105351058,9.811055599705934,9.823802945711218,9.836229978618578,9.853461526018476,-0.019440763684075116,-0.9894388523902853,0.059905420667417886
P_009_Day_3_Hour_20,3,20,9.65754097018722,0.017117523548772502,9.625053016738878,9.643690524500196,9.657606828298894,9.671506669722106,9.689704315436739,-0.014896973519466944,-1.0127526697985594,0.06465129869786068
P_009_Day_4_Hour_10,4,10,9.96381341445204,0.7781730208531786,8.368406533761748,9.517854470283202,9.883704672614744,10.381159133385912,11.778398254764776,0.30409067741073326,-0.23803072740534814,3.4099917210030277
P_009_Day_5_Hour_19,5,19,9.822147502124816,0.015465065539902106,9.792439287570096,9.809909498364423,9.82231041163603,9.834390953346919,9.851679678727745,-0.013686923682082084,-0.9744474689586036,0.05924039115764934
P_009_Day_6_Hour_11,6,11,9.8219128003687,0.01645899583007698,9.790517319160921,9.808889948432267,9.821797626671351,9.835112597636163,9.853347236335452,0.021725824908480452,-0.9769520268707379,0.06282991717453079
P_009_Day_6_Hour_12,6,12,9.818886974790397,0.01533703491838423,9.78967977961862,9.806532784906434,9.818798963320257,9.831190359751666,9.84827180669203,0.025687566497629273,-0.9952425504002962,0.05859202707340927
P_009_Day_6_Hour_17,6,17,9.834689869164357,0.041479010161439726,9.5187808938394,9.811828003631621,9.833869752299961,9.855656213340296,10.18039818091762,0.9562872970773235,13.686340541702545,0.6616172870782204
P_009_Day_6_Hour_18,6,18,9.819640833165135,0.015188713203737193,9.790787553639444,9.807410566940428,9.819642675695043,9.831824506881418,9.848716831477041,0.01504906323068172,-1.0032228400449013,0.05792927783759794
P_009_Day_6_Hour_19,6,19,9.959585138611512,0.12676223676837794,9.580006189137803,9.826722344469635,10.03090467603647,10.071529955898455,10.338059927754855,-0.24053629902971072,-1.6630319492529508,0.7580537386170523
P_009_Day_6_Hour_20,6,20,10.066189066372857,0.01543723082698169,10.036792991524706,10.053718736940247,10.066150456248073,10.078655985696312,10.095629451956844,-0.004350943087947687,-1.011997751905039,0.05883646043213808
P_010_Day_0_Hour_09,0,9,9.793495170200503,0.3482299037886839,8.656147547276294,9.682769577608584,9.769977154198365,9.863592284116427,11.042332225108336,0.5229201044267796,3.1401252744927985,2.3861846778320412
P_010_Day_0_Hour_11,0,11,9.87773034509182,0.2727765179209203,9.18781867199108,9.783315745914702,9.845389621966099,9.903864406741778,10.73315559537158,0.869671104181678,1.8625141320620706,1.5453369233804999
P_010_Day_0_Hour_12,0,12,9.965093292951622,0.5991905895447047,8.716068893938829,9.659603735375466,9.865685058238999,10.219712459843198,11.435164965367502,0.5391420392720533,0.05878710747662241,2.719096071428673
P_010_Day_0_Hour_13,0,13,10.044089048540531,0.7950480071231171,8.516428122814926,9.547150566997786,9.920522354096601,10.555670846924745,11.80007295744446,0.3292083074501133,-0.5195665745393896,3.283644834629534
P_010_Day_0_Hour_16,0,16,9.864433211633338,0.5665149907063284,8.52689868883789,9.606882591449889,9.773821362666892,10.060671409577665,11.430195176936579,0.6071701761504428,0.7718300897576831,2.903296488098688
P_010_Day_0_Hour_17,0,17,9.934327143379392,0.2316997877129144,9.21389759164291,9.859960280098615,9.929188121284845,9.997792961287791,10.709784069118898,0.3085091599259774,2.3995498407719245,1.4958864774759881
P_010_Day_0_Hour_21,0,21,9.94533670431906,0.12941463717700513,9.514277186376699,9.884045424877389,9.928763621795067,10.010127407306308,10.410591777125196,0.36903744776726516,2.2809100781492786,0.8963145907484975
P_010_Day_1_Hour_08,1,8,9.928151472188802,0.1900469032398146,9.41164328148707,9.829951059231398,9.935091612023317,10.014052208792949,10.46911890575537,0.0819332326032478,0.7949535773033625,1.0574756242682994
P_010_Day_1_Hour_09,1,9,9.954648712173935,0.5909191380981728,8.6423256769243,9.675407625080833,9.886244900829691,10.179150415288133,11.453583789389427,0.4371133078044081,0.24871585506648008,2.8112581124651275
P_010_Day_1_Hour_18,1,18,9.947093095050795,0.1930746394686699,9.283710597462683,9.893107738177013,9.948788014965766,10.008811784185959,10.649045931168605,0.10424784315548821,3.00659133963026,1.3653353337059215
P_010_Day_1_Hour_20,1,20,9.933098601634503,0.20947237884611905,9.2802140961977,9.884179032806621,9.940583122657554,9.988476278947298,10.64540339712169,0.18954691946515512,2.5810526068994752,1.3651893009239906
P_010_Day_1_Hour_21,1,21,9.948798052489305,0.11419621096547432,9.536886141652051,9.892823687470287,9.953103195632089,10.001921035999521,10.399943299948701,0.20245830929267655,3.0423436890807425,0.86305715829665
P_010_Day_2_Hour_08,2,8,9.91912099676464,0.20616550463469865,9.294859591288233,9.80375478503187,9.948066636684471,10.021697066465162,10.571611161341142,-0.10538549719416883,1.0955611234458402,1.2767515700529088
P_010_Day_2_Hour_09,2,9,9.89975136617719,0.3410390317558351,9.000967003999998,9.755790646631533,9.86953074428311,10.00559373527632,10.875808097919581,0.39122191301299303,1.0486578775523032,1.8748410939195832
P_010_Day_2_Hour_18,2,18,9.904964175692157,0.2018451501614019,9.336149343816317,9.806166267478094,9.901765099716807,10.020322914366666,10.502500255185586,-0.05495532101518379,0.8708961380120499,1.1663509113692694
P_010_Day_2_Hour_19,2,19,9.892227717819921,0.15788389626804095,9.38510376849247,9.813751087092362,9.897309104263268,9.962435563941144,10.42094178831538,0.12169451220674113,1.5831446878035207,1.0358380198229096
P_010_Day_3_Hour_08,3,8,9.93309348631402,0.13681968534828612,9.526023133628575,9.820535156086589,9.978528173700614,10.016279027997179,10.365205066713939,-0.49283240212262436,0.013505504726296191,0.8391819330853636
P_010_Day_3_Hour_09,3,9,9.953955375303718,0.5145870601752481,8.940809113307472,9.7000239516392,9.857640691353954,10.181689341912588,11.186260562890373,0.5631155208762778,-0.07089465660388639,2.2454514495829017
P_010_Day_3_Hour_18,3,18,9.905271020312785,0.24145678596264125,9.193902177675092,9.804125217915665,9.896379660974201,9.992737511780607,10.666436178393097,0.24685015680138714,1.4588797853669906,1.4725340007180048
P_010_Day_4_Hour_18,4,18,9.926391464964892,0.10161021213781966,9.53933482224486,9.869441513780059,9.931422993752907,9.978633043130506,10.333507164057835,0.14964585748339995,2.6950856577053974,0.794172341812974
P_010_Day_6_Hour_18,6,18,9.91337996982981,0.24253009857215946,9.255480158344694,9.807911264342561,9.908226301640754,10.004989358503483,10.63828277958989,0.20651845444271877,1.133243275353558,1.3828026212451956
P_010_Day_6_Hour_20,6,20,9.947508398176598,0.2912179285098287,9.131383761143766,9.868185660567178,9.910798137651394,9.958897808756657,10.902470029607578,0.7810313486766927,2.4936848574506847,1.7710862684638116
P_010_Day_6_Hour_21,6,21,9.867978550531735,0.14859100145235732,9.32624996449081,9.784911647327993,9.83272700638885,9.98200293324989,10.459114687942964,0.3995564436851788,1.982424079345317,1.1328647234521547
P_011_Day_2_Hour_19,2,19,9.969342728778127,0.25682328194528153,9.37084846809625,9.815395989731757,9.975974480999652,10.095969751465326,10.617352317339796,0.13797341226526572,0.012192899172765337,1.2465038492435454
P_011_Day_2_Hour_20,2,20,9.945375674185819,0.16318515468739642,9.493112793350463,9.864244014810847,9.94259374405248,10.027144263836433,10.40995105334044,0.06174878678696988,0.6507597159086842,0.9168382599899765
P_011_Day_3_Hour_19,3,19,9.884159563304792,0.4733378761926683,8.89920101482936,9.608434741257998,9.866534863281952,10.149391340927293,10.980884340828258,0.15085902104432533,-0.3182311690683508,2.081683325998897
P_011_Day_4_Hour_08,4,8,10.071984518599086,0.8558497772558752,8.084979152175721,9.699918555162325,9.937289273566325,10.325389568205843,12.534310477790166,0.7080894091755724,0.7937702750726752,4.449331325614445
P_011_Day_4_Hour_09,4,9,9.970492332445483,0.20181946523132752,9.462452608949997,9.846138047257377,9.987176808222376,10.065372647871204,10.51015345846,0.07120719201281425,0.24119377438253853,1.0477008495100026
P_012_Day_1_Hour_08,1,8,9.792354362544023,0.32996045607996416,8.92602686185776,9.67393100293218,9.758750852723782,9.884033748137915,10.77519187193934,0.4260611023605312,1.2481983282284759,1.8491650100815793
P_012_Day_1_Hour_09,1,9,9.768114386363958,0.328350249466182,8.890535680981715,9.637012077903467,9.749862917206762,9.869050291636977,10.756433624636154,0.3499950518282657,1.2473563931503442,1.8658979436544385
P_012_Day_1_Hour_18,1,18,9.789850578357916,0.5383665106621995,8.639359119263144,9.504791944228426,9.725159491234065,10.077150939381928,11.065250949430382,0.2722451717478282,-0.13634551323264876,2.425891830167238
P_012_Day_1_Hour_19,1,19,9.79173891211846,0.22365482856567948,9.151178851159818,9.694883630901892,9.789463990332528,9.868296569968075,10.481561326403064,0.2853177553748409,1.4187485015950871,1.3303824752432458
P_012_Day_1_Hour_20,1,20,9.745573641511731,0.13765821476905252,9.313242299919839,9.666010200076672,9.737592206875329,9.821972530883963,10.201088311560792,0.24064574044169074,1.1471317425352128,0.8878460116409528
P_012_Day_2_Hour_08,2,8,9.837405301004958,0.6409160111159273,8.465404128841117,9.514936631854512,9.753366179349511,10.161168601468116,11.35107899264175,0.3004957978970838,-0.10629510580255408,2.8856748638006327
P_012_Day_2_Hour_09,2,9,9.725758381567262,0.3844358962864037,8.641389254016593,9.61555041872506,9.703543200479952,9.80544348602455,10.942557911531136,0.3816300457409014,1.9685145347416562,2.301168657514543
P_012_Day_2_Hour_10,2,10,9.886574523984923,0.6855658851306515,8.362619444094886,9.547465422889458,9.81367030735998,10.179394196940976,11.567799209450094,0.33378796031104635,0.060666579694204525,3.205179765355208
P_012_Day_2_Hour_18,2,18,9.77507205094482,0.5571305909987632,8.628827770120784,9.448810642092871,9.708017927437952,10.088587886823762,11.051829709205602,0.30536249272439114,-0.3136720299712965,2.423001939084818
P_012_Day_2_Hour_19,2,19,9.819426412816842,0.5701177050796645,8.605810152810632,9.522289283816384,9.764337527655321,10.111422994671686,11.194312900458266,0.2553405948329057,-0.10444502148485935,2.5885027476476345
P_012_Day_2_Hour_20,2,20,9.865531451672327,0.5799944291843548,8.52565346779682,9.650564161542238,9.803122666491245,9.98641544804713,11.533279856278071,0.6132791403646988,0.9461283910688825,3.007626388481251
P_012_Day_3_Hour_08,3,8,9.746168975737447,0.14144636301446745,9.3239755009726,9.687358564662446,9.74290639824808,9.798096782984885,10.192298147237231,0.2095866410495658,1.6213062289448814,0.8683226462646321
P_012_Day_3_Hour_18,3,18,9.922745661082606,0.9651215260719849,8.110640500573583,9.265438783455824,9.826524846120476,10.566426851575272,11.965554282636678,0.2053347239492468,-0.6798731823615269,3.854913782063095
P_012_Day_3_Hour_19,3,19,9.762170701811636,0.43437298666749286,8.75041063898896,9.551491829964466,9.726413670378651,9.958840061686946,10.877506266797978,0.2685889240743693,0.18554575944832852,2.127095627809018
P_012_Day_4_Hour_09,4,9,10.029325106694996,1.075207503694557,7.969955432817614,9.419475565440477,9.789834187644587,10.658567606486642,12.456968646511362,0.42477949634850126,-0.4011686381897257,4.487013213693747
P_012_Day_4_Hour_18,4,18,9.78996417745037,0.27331010543407525,9.152257942441192,9.649795738413186,9.764839101943563,9.924675582512027,10.47123913002555,0.23435588743542812,0.10607430518467931,1.3189811875843578
P_012_Day_4_Hour_20,4,20,9.75635882383228,0.2046150956733884,9.125989849185311,9.665618635834464,9.751772973335992,9.843464171642713,10.436484064047344,0.16076417327228654,1.862112213599576,1.3104942148620324
P_012_Day_5_Hour_08,5,8,9.794389540491851,0.2787581312572741,9.085913791235237,9.660668065190698,9.78208797803017,9.91030832224569,10.552731431106276,0.19141364946361542,0.496602038198771,1.4668176398710386
P_012_Day_5_Hour_10,5,10,9.872769718519528,0.7425842238358469,8.441980319729433,9.405269111118086,9.763387676255244,10.332984275489608,11.513636236790893,0.3331112488190979,-0.5161979174451337,3.0716559170614595
P_012_Day_5_Hour_18,5,18,9.768602907441338,0.3010742827477548,8.955207814632052,9.645699677692466,9.744258213922356,9.864439539373945,10.654237973523594,0.36949567306673564,1.1884091031563928,1.6990301588915422
P_012_Day_5_Hour_20,5,20,9.81225495013905,0.4746416027894375,8.683161861314266,9.641203920899414,9.757393484927844,9.954208245768212,11.06307943751621,0.3898119932338918,0.6648748017527293,2.3799175762019438
P_012_Day_6_Hour_15,6,15,10.448577090388586,1.4429148168046877,8.303758802567842,9.047901973699673,10.395853980722764,11.819232151253011,12.840891915380066,0.07583013803472644,-1.391595607013385,4.537133112812224
P_012_Day_6_Hour_18,6,18,9.801033369426827,0.35714161158965674,8.928619842965585,9.636265927617027,9.774213891623514,9.938474254742424,10.761010089504767,0.33138467906438807,0.5624801707056211,1.8323902465391821
P_012_Day_6_Hour_19,6,19,9.704509454358616,0.09491997063589636,9.283710734182762,9.656012220303985,9.693363293024042,9.74988803558273,10.139765594350164,0.16636733844137813,3.3973839368787324,0.8560548601674025
P_012_Day_6_Hour_20,6,20,9.850217898746921,0.6795754618670791,8.479735064227066,9.464466791134583,9.781715539542352,10.242934200236736,11.385945562028676,0.2488663430131962,-0.37972234966618057,2.9062104978016094
P_013_Day_0_Hour_18,0,18,9.842298070965942,0.3130750081162581,8.877097725313948,9.768932119177459,9.820975094099488,9.87303262445506,10.957122224775725,0.6115529234675136,3.3337415183765637,2.0800244994617767
P_013_Day_0_Hour_20,0,20,9.788510641591806,0.3507315513848607,8.924343103094717,9.663087080292994,9.76273950219572,9.8880765169247,10.751423307402675,0.34543480814848515,0.7741310207634862,1.8270802043079577
P_013_Day_2_Hour_21,2,21,9.858421667120934,0.7405101263412196,8.236224971553655,9.492752272992217,9.756666116108418,10.186329257987923,11.733128531975781,0.41971106277369064,0.16972504138680655,3.496903560422126
Z_001_Day_2_Hour_09,2,9,9.89982156834295,0.4785847638122271,8.959464578399185,9.523879379848012,9.896589729302097,10.26097829424631,10.893975902326284,0.061331270005691225,-0.8788043492609785,1.934511323927099
Z_003_Day_2_Hour_19,2,19,9.869727967441444,0.4047102509931092,9.027365244729378,9.605988916074512,9.842134918732912,10.128613512793915,10.785720515388839,0.16724695043650223,-0.47034218978384823,1.758355270659461
Z_003_Day_2_Hour_20,2,20,9.824105847358824,0.32195289422618334,8.983009632190424,9.691996682681072,9.810600702944773,9.969517438157915,10.71130358876783,0.06845831545989028,0.5519798633594095,1.7282939565774065
Z_003_Day_3_Hour_19,3,19,9.84915633111747,0.17920907577906423,8.742553208926758,9.797489690979365,9.841929599282675,9.88782910751419,11.059750024210027,0.8885936777461912,14.40343697642184,2.3171968152832694
Z_003_Day_4_Hour_19,4,19,9.7977887434482,0.08817556052416567,9.461233689228482,9.759619692969057,9.792543390784955,9.828883130504503,10.152005404099972,0.4089978222009796,3.3930568012716638,0.6907717148714898
